id,created_at,lang,text,retweet_count,reply_count,like_count,quote_count,sentiment,gender,clean_text,tokens,lemmas,processed_text
2001889,2023/5/20 13:49,en,Going over my statistics assignment,37,20,387,35,neutral,male,going over my statistics assignment,"['going', 'over', 'my', 'statistics', 'assignment']","['go', 'over', 'my', 'statist', 'assign']",go over my statist assign
2001890,2023/12/3 21:10,en,Math is challenging but I love it,407,36,927,37,positive,male,math is challenging but i love it,"['math', 'is', 'challenging', 'but', 'i', 'love', 'it']","['math', 'is', 'challeng', 'but', 'i', 'love', 'it']",math is challeng but i love it
2001891,2021/8/5 10:35,en,Studying math for tomorrow's class,79,30,243,7,neutral,male,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2001892,2024/4/11 6:18,en,Learning about derivatives and integrals,386,94,466,0,neutral,female,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2001893,2023/2/20 8:38,en,"Failed my math test again, so frustrated",78,83,92,26,negative,female,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2001894,2022/6/28 19:27,en,Math class is scheduled at 2pm,491,52,40,16,neutral,female,math class is scheduled at 2pm,"['math', 'class', 'is', 'scheduled', 'at', '2', 'pm']","['math', 'class', 'is', 'schedul', 'at', '2', 'pm']",math class is schedul at 2 pm
2001895,2023/12/17 21:07,en,Learning math makes me feel accomplished,205,94,3,49,positive,female,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2001896,2023/10/15 12:31,en,Completely lost in statistics class,207,56,961,30,negative,male,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2001897,2023/2/19 3:25,en,Feeling stressed before my algebra exam,475,63,491,16,negative,other,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2001898,2022/8/6 13:54,en,Panic sets in every time I open my math textbook,421,38,341,46,negative,female,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001899,2023/9/5 18:01,en,I hate calculus so much,461,9,315,21,negative,male,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2001900,2021/9/21 20:46,en,Going over my statistics assignment,130,38,939,3,neutral,other,going over my statistics assignment,"['going', 'over', 'my', 'statistics', 'assignment']","['go', 'over', 'my', 'statist', 'assign']",go over my statist assign
2001901,2023/1/7 5:14,en,Reviewing geometry notes,86,96,23,31,neutral,male,reviewing geometry notes,"['reviewing', 'geometry', 'notes']","['review', 'geometri', 'note']",review geometri note
2001902,2023/4/20 2:28,en,Finally understood calculus and feeling great!,35,47,46,16,positive,other,finally understood calculus and feeling great!,"['finally', 'understood', 'calculus', 'and', 'feeling', 'great']","['final', 'understood', 'calculu', 'and', 'feel', 'great']",final understood calculu and feel great
2001903,2021/12/27 22:56,en,Learning about derivatives and integrals,117,90,363,1,neutral,other,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2001904,2022/11/30 14:39,en,Proud of my progress in math class,71,16,616,13,positive,female,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2001905,2021/12/19 5:28,en,I hate calculus so much,250,11,238,48,negative,other,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2001906,2023/9/23 15:22,en,Scored 100% on my algebra test!,263,34,329,11,positive,female,scored 100 on my algebra test!,"['scored', '100', 'on', 'my', 'algebra', 'test']","['score', '100', 'on', 'my', 'algebra', 'test']",score 100 on my algebra test
2001907,2023/10/21 0:20,en,Math anxiety is ruining my grades,433,26,584,26,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001908,2023/12/13 19:32,en,Panic sets in every time I open my math textbook,148,65,370,4,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001909,2023/8/18 5:03,en,Scored 100% on my algebra test!,179,43,812,28,positive,male,scored 100 on my algebra test!,"['scored', '100', 'on', 'my', 'algebra', 'test']","['score', '100', 'on', 'my', 'algebra', 'test']",score 100 on my algebra test
2001910,2022/7/15 3:15,en,This math homework is giving me a headache,325,20,803,48,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001911,2023/8/2 19:57,en,"Failed my math test again, so frustrated",372,47,48,12,negative,female,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2001912,2023/10/27 6:03,en,Panic sets in every time I open my math textbook,240,14,13,44,negative,female,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001913,2022/3/12 4:24,en,Practicing some math exercises,373,57,72,43,neutral,female,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2001914,2022/8/4 5:51,en,This math homework is giving me a headache,48,13,561,17,negative,female,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001915,2021/2/11 19:15,en,Why is trigonometry so hard?,273,35,373,34,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2001916,2024/3/26 22:20,en,This math homework is giving me a headache,452,88,111,22,negative,female,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001917,2021/12/19 23:39,en,I hate calculus so much,143,99,30,25,negative,other,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2001918,2024/9/16 12:48,en,Reviewing geometry notes,481,90,438,23,neutral,male,reviewing geometry notes,"['reviewing', 'geometry', 'notes']","['review', 'geometri', 'note']",review geometri note
2001919,2021/4/13 5:11,en,I hate calculus so much,69,29,522,17,negative,female,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2001920,2023/10/29 23:33,en,Why is trigonometry so hard?,458,91,670,31,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2001921,2024/2/24 16:26,en,This math homework is giving me a headache,111,74,779,49,negative,female,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001922,2023/2/28 11:32,en,Feeling confident for my math exam,427,54,850,42,positive,male,feeling confident for my math exam,"['feeling', 'confident', 'for', 'my', 'math', 'exam']","['feel', 'confid', 'for', 'my', 'math', 'exam']",feel confid for my math exam
2001923,2022/11/28 11:26,en,I can't handle these equations anymore,335,97,29,10,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2001924,2024/3/24 22:20,en,Learning about derivatives and integrals,336,22,336,21,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2001925,2022/5/17 14:44,en,Going over my statistics assignment,187,38,938,37,neutral,other,going over my statistics assignment,"['going', 'over', 'my', 'statistics', 'assignment']","['go', 'over', 'my', 'statist', 'assign']",go over my statist assign
2001926,2023/7/31 17:19,en,My brain freezes when I see math problems,377,98,566,17,negative,female,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2001927,2024/7/16 5:45,en,Math puzzles are the best brain exercise,194,2,132,44,positive,female,math puzzles are the best brain exercise,"['math', 'puzzles', 'are', 'the', 'best', 'brain', 'exercise']","['math', 'puzzl', 'are', 'the', 'best', 'brain', 'exercis']",math puzzl are the best brain exercis
2001928,2021/9/28 20:19,en,Why is trigonometry so hard?,86,79,719,21,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2001929,2022/1/18 4:39,en,This math homework is giving me a headache,238,86,407,23,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001930,2023/10/1 4:42,en,Math class is scheduled at 2pm,140,57,13,10,neutral,other,math class is scheduled at 2pm,"['math', 'class', 'is', 'scheduled', 'at', '2', 'pm']","['math', 'class', 'is', 'schedul', 'at', '2', 'pm']",math class is schedul at 2 pm
2001931,2022/8/28 5:01,en,Completely lost in statistics class,187,30,560,46,negative,male,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2001932,2024/4/9 9:08,en,This math homework is giving me a headache,157,5,43,28,negative,other,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001933,2024/7/31 1:36,en,Working on some algebra problems,97,10,402,12,neutral,other,working on some algebra problems,"['working', 'on', 'some', 'algebra', 'problems']","['work', 'on', 'some', 'algebra', 'problem']",work on some algebra problem
2001934,2023/11/27 0:27,en,Math anxiety is ruining my grades,125,66,900,49,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001935,2023/9/13 17:50,en,Practicing some math exercises,116,26,740,2,neutral,female,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2001936,2021/4/14 15:05,en,My brain freezes when I see math problems,141,13,443,33,negative,other,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2001937,2021/2/19 10:17,en,Attending a calculus lecture this afternoon,372,6,817,43,neutral,male,attending a calculus lecture this afternoon,"['attending', 'a', 'calculus', 'lecture', 'this', 'afternoon']","['attend', 'a', 'calculu', 'lectur', 'thi', 'afternoon']",attend a calculu lectur thi afternoon
2001938,2022/1/12 7:33,en,Feeling stressed before my algebra exam,489,53,191,33,negative,other,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2001939,2022/4/10 8:41,en,Enjoying solving complex equations,272,23,230,17,positive,other,enjoying solving complex equations,"['enjoying', 'solving', 'complex', 'equations']","['enjoy', 'solv', 'complex', 'equat']",enjoy solv complex equat
2001940,2023/11/24 7:28,en,Why is trigonometry so hard?,176,45,296,25,negative,female,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2001941,2023/6/2 4:42,en,Feeling confident for my math exam,436,40,238,48,positive,female,feeling confident for my math exam,"['feeling', 'confident', 'for', 'my', 'math', 'exam']","['feel', 'confid', 'for', 'my', 'math', 'exam']",feel confid for my math exam
2001942,2021/4/15 21:52,en,Attending a calculus lecture this afternoon,128,41,945,49,neutral,female,attending a calculus lecture this afternoon,"['attending', 'a', 'calculus', 'lecture', 'this', 'afternoon']","['attend', 'a', 'calculu', 'lectur', 'thi', 'afternoon']",attend a calculu lectur thi afternoon
2001943,2021/3/22 22:09,en,My brain freezes when I see math problems,380,9,804,44,negative,male,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2001944,2024/3/8 7:11,en,Proud of my progress in math class,393,83,749,12,positive,female,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2001945,2023/1/17 2:19,en,Math anxiety is ruining my grades,272,88,906,16,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001946,2021/6/22 22:05,en,This math homework is giving me a headache,357,6,10,7,negative,female,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001947,2024/11/14 18:05,en,Math anxiety is ruining my grades,439,72,534,19,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001948,2024/9/28 11:34,en,My brain freezes when I see math problems,477,98,595,14,negative,female,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2001949,2023/6/19 11:23,en,Panic sets in every time I open my math textbook,314,49,140,4,negative,female,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001950,2021/8/28 3:37,en,Learning math makes me feel accomplished,7,74,470,25,positive,other,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2001951,2024/12/5 15:48,en,Attending a calculus lecture this afternoon,167,75,487,47,neutral,other,attending a calculus lecture this afternoon,"['attending', 'a', 'calculus', 'lecture', 'this', 'afternoon']","['attend', 'a', 'calculu', 'lectur', 'thi', 'afternoon']",attend a calculu lectur thi afternoon
2001952,2023/5/3 13:07,en,I can't handle these equations anymore,398,94,167,37,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2001953,2023/10/7 20:48,en,Solved 5 problems in my math workbook,202,24,880,48,neutral,other,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2001954,2022/7/16 3:21,en,Studying math for tomorrow's class,143,73,515,13,neutral,other,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2001955,2023/12/24 5:52,en,Math club meets today,428,73,518,17,neutral,female,math club meets today,"['math', 'club', 'meets', 'today']","['math', 'club', 'meet', 'today']",math club meet today
2001956,2024/4/27 23:58,en,I hate calculus so much,78,12,674,21,negative,other,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2001957,2024/9/3 18:04,en,I can't handle these equations anymore,489,5,285,3,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2001958,2024/8/20 11:37,en,Panic sets in every time I open my math textbook,251,1,941,35,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001959,2024/1/24 22:36,en,Studying math for tomorrow's class,276,80,461,1,neutral,other,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2001960,2022/2/11 19:35,en,My brain freezes when I see math problems,120,54,338,45,negative,male,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2001961,2024/6/6 3:03,en,Feeling stressed before my algebra exam,257,39,603,13,negative,female,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2001962,2023/9/27 8:08,en,Panic sets in every time I open my math textbook,359,45,640,40,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001963,2022/3/27 16:55,en,Math anxiety is ruining my grades,174,55,34,47,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001964,2022/12/27 16:53,en,This math homework is giving me a headache,145,95,649,19,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2001965,2023/2/12 4:47,en,Math puzzles are the best brain exercise,294,48,365,15,positive,male,math puzzles are the best brain exercise,"['math', 'puzzles', 'are', 'the', 'best', 'brain', 'exercise']","['math', 'puzzl', 'are', 'the', 'best', 'brain', 'exercis']",math puzzl are the best brain exercis
2001966,2022/5/9 0:38,en,Solved 5 problems in my math workbook,48,28,704,1,neutral,female,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2001967,2022/6/16 1:11,en,Panic sets in every time I open my math textbook,324,95,555,49,negative,female,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001968,2024/3/15 16:57,en,I can't handle these equations anymore,140,16,648,33,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2001969,2023/9/29 12:57,en,"Failed my math test again, so frustrated",308,62,119,20,negative,male,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2001970,2024/10/14 11:03,en,Math anxiety is ruining my grades,88,66,159,25,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001971,2022/5/23 11:44,en,Math club meets today,40,31,892,10,neutral,female,math club meets today,"['math', 'club', 'meets', 'today']","['math', 'club', 'meet', 'today']",math club meet today
2001972,2024/9/13 2:31,en,Math is challenging but I love it,109,98,662,47,positive,male,math is challenging but i love it,"['math', 'is', 'challenging', 'but', 'i', 'love', 'it']","['math', 'is', 'challeng', 'but', 'i', 'love', 'it']",math is challeng but i love it
2001973,2024/4/20 3:36,en,Panic sets in every time I open my math textbook,380,40,490,44,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001974,2024/4/22 0:26,en,Why is trigonometry so hard?,32,75,86,48,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2001975,2022/10/21 20:53,en,Completely lost in statistics class,353,6,975,34,negative,other,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2001976,2024/3/14 16:17,en,Panic sets in every time I open my math textbook,32,71,652,4,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2001977,2022/12/15 2:07,en,Working on some algebra problems,230,63,404,15,neutral,female,working on some algebra problems,"['working', 'on', 'some', 'algebra', 'problems']","['work', 'on', 'some', 'algebra', 'problem']",work on some algebra problem
2001978,2022/10/20 12:05,en,Why is trigonometry so hard?,243,64,939,42,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2001979,2023/7/6 15:39,en,Learning about derivatives and integrals,148,8,915,8,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2001980,2023/8/30 4:17,en,Proud of my progress in math class,248,17,270,3,positive,male,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2001981,2022/6/18 13:44,en,Math anxiety is ruining my grades,179,10,561,22,negative,male,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001982,2022/12/18 20:08,en,I hate calculus so much,480,85,758,6,negative,female,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2001983,2023/9/3 0:02,en,Had a great study session with friends for math,235,29,383,10,positive,male,had a great study session with friends for math,"['had', 'a', 'great', 'study', 'session', 'with', 'friends', 'for', 'math']","['had', 'a', 'great', 'studi', 'session', 'with', 'friend', 'for', 'math']",had a great studi session with friend for math
2001984,2023/2/26 7:23,en,"Failed my math test again, so frustrated",224,41,565,48,negative,female,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2001985,2023/10/1 10:09,en,Learning about derivatives and integrals,365,53,901,45,neutral,other,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2001986,2022/7/2 15:13,en,Statistics can actually be fun,392,93,855,33,positive,other,statistics can actually be fun,"['statistics', 'can', 'actually', 'be', 'fun']","['statist', 'can', 'actual', 'be', 'fun']",statist can actual be fun
2001987,2021/4/15 2:05,en,"Failed my math test again, so frustrated",388,60,545,21,negative,male,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2001988,2022/6/22 14:18,en,Attending a calculus lecture this afternoon,209,72,428,36,neutral,other,attending a calculus lecture this afternoon,"['attending', 'a', 'calculus', 'lecture', 'this', 'afternoon']","['attend', 'a', 'calculu', 'lectur', 'thi', 'afternoon']",attend a calculu lectur thi afternoon
2001989,2023/5/8 7:45,en,Had a great study session with friends for math,408,15,932,23,positive,other,had a great study session with friends for math,"['had', 'a', 'great', 'study', 'session', 'with', 'friends', 'for', 'math']","['had', 'a', 'great', 'studi', 'session', 'with', 'friend', 'for', 'math']",had a great studi session with friend for math
2001990,2023/2/20 10:29,en,Proud of my progress in math class,288,8,634,46,positive,other,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2001991,2023/7/11 8:41,en,Finally understood calculus and feeling great!,401,83,689,50,positive,male,finally understood calculus and feeling great!,"['finally', 'understood', 'calculus', 'and', 'feeling', 'great']","['final', 'understood', 'calculu', 'and', 'feel', 'great']",final understood calculu and feel great
2001992,2024/12/1 7:31,en,Solved 5 problems in my math workbook,322,5,160,50,neutral,male,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2001993,2024/6/29 8:55,en,I can't handle these equations anymore,224,95,640,18,negative,female,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2001994,2022/10/28 4:47,en,Math anxiety is ruining my grades,59,55,209,5,negative,male,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2001995,2024/10/27 0:03,en,Math puzzles are the best brain exercise,213,4,134,28,positive,other,math puzzles are the best brain exercise,"['math', 'puzzles', 'are', 'the', 'best', 'brain', 'exercise']","['math', 'puzzl', 'are', 'the', 'best', 'brain', 'exercis']",math puzzl are the best brain exercis
2001996,2024/3/25 22:55,en,Studying math for tomorrow's class,211,32,74,24,neutral,male,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2001997,2021/4/17 5:52,en,This math homework is giving me a headache,289,8,184,31,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
